what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481607441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481618749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481618890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481619061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481621124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481625999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481626155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481626343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481629562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481652453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481652656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1458481660266
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1458481666063
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1458481713127
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1458481729878
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1458481765771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458481771740
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1458481802424
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458481806517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458481825173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458485118934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458485204966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488391761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488424903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488454935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488462139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488837361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488837503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488837612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488839936
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458488840164
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1458488840779
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1458488840787
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1458488840788
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1458488840808
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1458546044734
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1458546044734
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1458546044749
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1458546044749
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1458546044749
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1458546044749
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1458546044749
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1458546044749
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1458546044749
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1458546044749
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1458546044749
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1458546044749
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1458546044749
